Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
12/9/2021,FR,France,EURO,9408,6692706,44,113461
13/9/2021,FR,France,EURO,7653,6700359,29,113490
14/9/2021,FR,France,EURO,415,6700774,82,113572
15/9/2021,FR,France,EURO,9944,6710718,80,113652
16/9/2021,FR,France,EURO,8686,6719404,75,113727
17/9/2021,FR,France,EURO,7690,6727094,69,113796
18/9/2021,FR,France,EURO,5898,6732992,32,113828
19/9/2021,FR,France,EURO,7414,6740406,42,113870
20/9/2021,FR,France,EURO,5814,6746220,28,113898
21/9/2021,FR,France,EURO,180,6746400,9,113907
22/9/2021,FR,France,EURO,7465,6753865,144,114051
23/9/2021,FR,France,EURO,6400,6760265,55,114106
24/9/2021,FR,France,EURO,6110,6766375,59,114165
25/9/2021,FR,France,EURO,4527,6770902,20,114185
26/9/2021,FR,France,EURO,6012,6776914,29,114214
27/9/2021,FR,France,EURO,4683,6781597,14,114228
28/9/2021,FR,France,EURO,1161,6782758,73,114301
29/9/2021,FR,France,EURO,5859,6788617,49,114350
30/9/2021,FR,France,EURO,5479,6794096,43,114393
1/10/2021,FR,France,EURO,4858,6798954,54,114447
2/10/2021,FR,France,EURO,4124,6803078,21,114468
3/10/2021,FR,France,EURO,4948,6808026,30,114498
4/10/2021,FR,France,EURO,3744,6811770,9,114507
5/10/2021,FR,France,EURO,1138,6812908,40,114547
6/10/2021,FR,France,EURO,3875,6816783,54,114601
7/10/2021,FR,France,EURO,4632,6821415,34,114635
8/10/2021,FR,France,EURO,4281,6825696,33,114668
9/10/2021,FR,France,EURO,3897,6829593,16,114684
10/10/2021,FR,France,EURO,4734,6834327,15,114699
11/10/2021,FR,France,EURO,3991,6838318,8,114707
12/10/2021,FR,France,EURO,635,6838953,28,114735
13/10/2021,FR,France,EURO,5583,6844536,47,114782
14/10/2021,FR,France,EURO,5340,6849876,22,114804
15/10/2021,FR,France,EURO,4932,6854808,36,114840
16/10/2021,FR,France,EURO,5626,6860434,23,114863
17/10/2021,FR,France,EURO,4899,6865333,15,114878
18/10/2021,FR,France,EURO,3778,6869111,5,114883
19/10/2021,FR,France,EURO,757,6869868,38,114921
20/10/2021,FR,France,EURO,5689,6875557,36,114957
21/10/2021,FR,France,EURO,5796,6881353,26,114983
22/10/2021,FR,France,EURO,5498,6886851,31,115014
23/10/2021,FR,France,EURO,6058,6892909,23,115037
24/10/2021,FR,France,EURO,6169,6899078,22,115059
25/10/2021,FR,France,EURO,4993,6904071,4,115063
26/10/2021,FR,France,EURO,1011,6905082,38,115101
27/10/2021,FR,France,EURO,6251,6911333,36,115137
28/10/2021,FR,France,EURO,6437,6917770,31,115168
29/10/2021,FR,France,EURO,6126,6923896,23,115191
30/10/2021,FR,France,EURO,6061,6929957,21,115212
31/10/2021,FR,France,EURO,7285,6937242,20,115232
1/11/2021,FR,France,EURO,6329,6943571,12,115244
2/11/2021,FR,France,EURO,1834,6945405,6,115250
3/11/2021,FR,France,EURO,1859,6947264,84,115334
4/11/2021,FR,France,EURO,9503,6956767,33,115367
5/11/2021,FR,France,EURO,9373,6966140,47,115414
6/11/2021,FR,France,EURO,8451,6974591,10,115424
7/11/2021,FR,France,EURO,9537,6984128,25,115449
8/11/2021,FR,France,EURO,8489,6992617,8,115457
9/11/2021,FR,France,EURO,1958,6994575,54,115511
10/11/2021,FR,France,EURO,11500,7006075,42,115553
11/11/2021,FR,France,EURO,11822,7017897,31,115584
12/11/2021,FR,France,EURO,12504,7030401,17,115601
13/11/2021,FR,France,EURO,3600,7034001,44,115645
14/11/2021,FR,France,EURO,14645,7048646,16,115661
15/11/2021,FR,France,EURO,12475,7061121,17,115678
16/11/2021,FR,France,EURO,3162,7064283,75,115753
17/11/2021,FR,France,EURO,18413,7082696,44,115797
18/11/2021,FR,France,EURO,20201,7102897,56,115853
19/11/2021,FR,France,EURO,19840,7122737,49,115902
20/11/2021,FR,France,EURO,20847,7143584,49,115951
21/11/2021,FR,France,EURO,22568,7166152,22,115973
22/11/2021,FR,France,EURO,19749,7185901,15,115988
23/11/2021,FR,France,EURO,5201,7191102,96,116084
24/11/2021,FR,France,EURO,28255,7219357,82,116166
25/11/2021,FR,France,EURO,32451,7251808,76,116242
26/11/2021,FR,France,EURO,33320,7285128,72,116314
27/11/2021,FR,France,EURO,34251,7319379,58,116372
28/11/2021,FR,France,EURO,37137,7356516,32,116404
29/11/2021,FR,France,EURO,31642,7388158,23,116427
30/11/2021,FR,France,EURO,5981,7394139,118,116545
1/12/2021,FR,France,EURO,46975,7441114,110,116655
2/12/2021,FR,France,EURO,49563,7490677,95,116750
3/12/2021,FR,France,EURO,48129,7538806,97,116847
4/12/2021,FR,France,EURO,49549,7588355,124,116971
5/12/2021,FR,France,EURO,51523,7639878,47,117018
6/12/2021,FR,France,EURO,42222,7682100,29,117047
7/12/2021,FR,France,EURO,8530,7690630,184,117231
8/12/2021,FR,France,EURO,58796,7749426,171,117402
9/12/2021,FR,France,EURO,61148,7810574,122,117524
10/12/2021,FR,France,EURO,56609,7867183,135,117659
11/12/2021,FR,France,EURO,55020,7922203,144,117803
12/12/2021,FR,France,EURO,53647,7975850,65,117868
13/12/2021,FR,France,EURO,43848,8019698,48,117916
14/12/2021,FR,France,EURO,8434,8028132,238,118154
15/12/2021,FR,France,EURO,63123,8091255,148,118302
16/12/2021,FR,France,EURO,65586,8156841,144,118446
17/12/2021,FR,France,EURO,60647,8217488,181,118627
18/12/2021,FR,France,EURO,57914,8275402,160,118787
19/12/2021,FR,France,EURO,58409,8333811,82,118869
20/12/2021,FR,France,EURO,48473,8382284,75,118944
21/12/2021,FR,France,EURO,14684,8396968,222,119166
22/12/2021,FR,France,EURO,72634,8469602,224,119390
23/12/2021,FR,France,EURO,79567,8549169,162,119552
24/12/2021,FR,France,EURO,91288,8640457,176,119728
25/12/2021,FR,France,EURO,93532,8733989,165,119893
26/12/2021,FR,France,EURO,104505,8838494,81,119974
27/12/2021,FR,France,EURO,27697,8866191,96,120070
28/12/2021,FR,France,EURO,29767,8895958,254,120324
29/12/2021,FR,France,EURO,174296,9070254,281,120605
30/12/2021,FR,France,EURO,207692,9277946,183,120788
31/12/2021,FR,France,EURO,204636,9482582,174,120962
29/5/2022,CN,China,WPRO,81043,2801606,128,16513
29/5/2022,FR,France,EURO,15638,28581894,23,144847
29/5/2022,DE,Germany,EURO,10584,26295639,6,141042
29/5/2022,ES,Spain,EURO,11900,12405982,42,106659
29/5/2022,GB,The United Kingdom,EURO,5398,22291903,62,178749
29/5/2022,US,United States of America,AMRO,147811,83172544,573,998143
28/5/2022,CN,China,WPRO,94753,2720563,127,16385
28/5/2022,FR,France,EURO,4811,28566256,23,144824
28/5/2022,DE,Germany,EURO,32659,26285055,22,141036
28/5/2022,ES,Spain,EURO,11618,12394082,44,106617
28/5/2022,GB,The United Kingdom,EURO,5749,22286505,66,178687
28/5/2022,US,United States of America,AMRO,113090,83024733,316,997570
27/5/2022,CN,China,WPRO,82120,2625810,107,16258
27/5/2022,FR,France,EURO,20595,28561445,28,144801
27/5/2022,DE,Germany,EURO,8300,26252396,6,141014
27/5/2022,ES,Spain,EURO,13010,12382464,48,106573
27/5/2022,GB,The United Kingdom,EURO,6290,22280756,52,178621
27/5/2022,US,United States of America,AMRO,153812,82911643,697,997254
26/5/2022,CN,China,WPRO,89607,2543690,79,16151
26/5/2022,FR,France,EURO,22004,28540850,47,144773
26/5/2022,DE,Germany,EURO,35339,26244096,31,141008
26/5/2022,ES,Spain,EURO,14154,12369454,62,106525
26/5/2022,GB,The United Kingdom,EURO,6675,22274466,55,178569
26/5/2022,US,United States of America,AMRO,133398,82757831,469,996557
25/5/2022,CN,China,WPRO,82613,2454083,42,16072
25/5/2022,FR,France,EURO,32029,28518846,88,144726
25/5/2022,DE,Germany,EURO,46687,26208757,45,140977
25/5/2022,ES,Spain,EURO,17083,12355300,58,106463
25/5/2022,GB,The United Kingdom,EURO,7309,22267791,72,178514
25/5/2022,US,United States of America,AMRO,110208,82624433,392,996088
24/5/2022,CN,China,WPRO,66477,2371470,41,16030
24/5/2022,FR,France,EURO,1134,28486817,75,144638
24/5/2022,DE,Germany,EURO,47106,26162070,71,140932
1/1/2021,DE,Germany,EURO,19586,1754581,778,51099
2/1/2021,DE,Germany,EURO,10269,1764850,417,51516
3/1/2021,DE,Germany,EURO,10019,1774869,593,52109
4/1/2021,DE,Germany,EURO,8835,1783704,497,52606
5/1/2021,DE,Germany,EURO,14303,1798007,777,53383
6/1/2021,DE,Germany,EURO,27444,1825451,1041,54424
7/1/2021,DE,Germany,EURO,27964,1853415,916,55340
8/1/2021,DE,Germany,EURO,26095,1879510,1030,56370
9/1/2021,DE,Germany,EURO,24539,1904049,928,57298
10/1/2021,DE,Germany,EURO,16661,1920710,602,57900
11/1/2021,DE,Germany,EURO,8476,1929186,425,58325
12/1/2021,DE,Germany,EURO,13482,1942668,589,58914
13/1/2021,DE,Germany,EURO,22587,1965255,896,59810
14/1/2021,DE,Germany,EURO,24099,1989354,968,60778
15/1/2021,DE,Germany,EURO,20406,2009760,948,61726
16/1/2021,DE,Germany,EURO,18299,2028059,823,62549
17/1/2021,DE,Germany,EURO,13430,2041489,539,63088
18/1/2021,DE,Germany,EURO,6595,2048084,325,63413
19/1/2021,DE,Germany,EURO,9161,2057245,544,63957
20/1/2021,DE,Germany,EURO,18458,2075703,766,64723
21/1/2021,DE,Germany,EURO,19490,2095193,775,65498
22/1/2021,DE,Germany,EURO,16807,2112000,714,66212
23/1/2021,DE,Germany,EURO,15028,2127028,631,66843
24/1/2021,DE,Germany,EURO,11573,2138601,445,67288
25/1/2021,DE,Germany,EURO,5019,2143620,215,67503
26/1/2021,DE,Germany,EURO,6748,2150368,429,67932
27/1/2021,DE,Germany,EURO,15509,2165877,580,68512
28/1/2021,DE,Germany,EURO,15811,2181688,621,69133
29/1/2021,DE,Germany,EURO,13365,2195053,482,69615
30/1/2021,DE,Germany,EURO,12574,2207627,477,70092
31/1/2021,DE,Germany,EURO,9939,2217566,306,70398
1/2/2021,DE,Germany,EURO,4208,2221774,189,70587
2/2/2021,DE,Germany,EURO,5860,2227634,315,70902
3/2/2021,DE,Germany,EURO,12298,2239932,395,71297
4/2/2021,DE,Germany,EURO,13421,2253353,443,71740
5/2/2021,DE,Germany,EURO,11507,2264860,441,72181
6/2/2021,DE,Germany,EURO,10014,2274874,314,72495
7/2/2021,DE,Germany,EURO,8384,2283258,242,72737
8/2/2021,DE,Germany,EURO,3089,2286347,101,72838
9/2/2021,DE,Germany,EURO,4182,2290529,241,73079
10/2/2021,DE,Germany,EURO,9099,2299628,305,73384
11/2/2021,DE,Germany,EURO,10282,2309910,305,73689
12/2/2021,DE,Germany,EURO,9353,2319263,305,73994
13/2/2021,DE,Germany,EURO,8542,2327805,251,74245
14/2/2021,DE,Germany,EURO,5596,2333401,162,74407
15/2/2021,DE,Germany,EURO,3762,2337163,106,74513
16/2/2021,DE,Germany,EURO,4393,2341556,194,74707
17/2/2021,DE,Germany,EURO,9248,2350804,292,74999
18/2/2021,DE,Germany,EURO,10005,2360809,274,75273
19/2/2021,DE,Germany,EURO,9236,2370045,240,75513
20/2/2021,DE,Germany,EURO,8727,2378772,221,75734
21/2/2021,DE,Germany,EURO,7777,2386549,157,75891
22/2/2021,DE,Germany,EURO,3045,2389594,96,75987
23/2/2021,DE,Germany,EURO,4408,2394002,181,76168
24/2/2021,DE,Germany,EURO,10182,2404184,219,76387
25/2/2021,DE,Germany,EURO,11302,2415486,231,76618
26/2/2021,DE,Germany,EURO,9918,2425404,200,76818
27/2/2021,DE,Germany,EURO,9456,2434860,182,77000
28/2/2021,DE,Germany,EURO,7659,2442519,135,77135
1/3/2021,DE,Germany,EURO,3452,2445971,73,77208
2/3/2021,DE,Germany,EURO,4693,2450664,161,77369
3/3/2021,DE,Germany,EURO,10967,2461631,196,77565
4/3/2021,DE,Germany,EURO,11317,2472948,169,77734
5/3/2021,DE,Germany,EURO,10137,2483085,165,77899
6/3/2021,DE,Germany,EURO,9659,2492744,142,78041
7/3/2021,DE,Germany,EURO,8300,2501044,133,78174
8/3/2021,DE,Germany,EURO,3364,2504408,81,78255
9/3/2021,DE,Germany,EURO,4851,2509259,135,78390
10/3/2021,DE,Germany,EURO,11511,2520770,180,78570
11/3/2021,DE,Germany,EURO,13997,2534767,207,78777
12/3/2021,DE,Germany,EURO,13165,2547932,200,78977
13/3/2021,DE,Germany,EURO,12551,2560483,173,79150
14/3/2021,DE,Germany,EURO,10471,2570954,126,79276
15/3/2021,DE,Germany,EURO,4837,2575791,75,79351
16/3/2021,DE,Germany,EURO,6847,2582638,145,79496
17/3/2021,DE,Germany,EURO,15797,2598435,233,79729
18/3/2021,DE,Germany,EURO,18367,2616802,217,79946
19/3/2021,DE,Germany,EURO,16740,2633542,236,80182
20/3/2021,DE,Germany,EURO,15703,2649245,196,80378
21/3/2021,DE,Germany,EURO,13230,2662475,144,80522
22/3/2021,DE,Germany,EURO,5958,2668433,107,80629
23/3/2021,DE,Germany,EURO,8910,2677343,161,80790
24/3/2021,DE,Germany,EURO,19461,2696804,275,81065
25/3/2021,DE,Germany,EURO,22660,2719464,266,81331
26/3/2021,DE,Germany,EURO,21908,2741372,257,81588
27/3/2021,DE,Germany,EURO,20042,2761414,258,81846
28/3/2021,DE,Germany,EURO,15784,2777198,195,82041
29/3/2021,DE,Germany,EURO,7588,2784786,110,82151
30/3/2021,DE,Germany,EURO,10994,2795780,236,82387
31/3/2021,DE,Germany,EURO,20392,2816172,289,82676
1/4/2021,DE,Germany,EURO,24007,2840179,302,82978
2/4/2021,DE,Germany,EURO,21456,2861635,253,83231
3/4/2021,DE,Germany,EURO,15498,2877133,200,83431
4/4/2021,DE,Germany,EURO,10632,2887765,175,83606
5/4/2021,DE,Germany,EURO,7155,2894920,127,83733
6/4/2021,DE,Germany,EURO,7042,2901962,164,83897
7/4/2021,DE,Germany,EURO,11523,2913485,266,84163
8/4/2021,DE,Germany,EURO,23734,2937219,292,84455
9/4/2021,DE,Germany,EURO,25776,2962995,279,84734
10/4/2021,DE,Germany,EURO,23303,2986298,250,84984
11/4/2021,DE,Germany,EURO,18053,3004351,212,85196
12/4/2021,DE,Germany,EURO,8851,3013202,114,85310
13/4/2021,DE,Germany,EURO,12122,3025324,199,85509
14/4/2021,DE,Germany,EURO,26739,3052063,290,85799
15/4/2021,DE,Germany,EURO,28562,3080625,312,86111
16/4/2021,DE,Germany,EURO,25086,3105711,259,86370
17/4/2021,DE,Germany,EURO,23089,3128800,235,86605
18/4/2021,DE,Germany,EURO,17695,3146495,195,86800
19/4/2021,DE,Germany,EURO,8808,3155303,129,86929
20/4/2021,DE,Germany,EURO,12309,3167612,217,87146
21/4/2021,DE,Germany,EURO,27983,3195595,300,87446
22/4/2021,DE,Germany,EURO,29376,3224971,290,87736
23/4/2021,DE,Germany,EURO,25469,3250440,278,88014
24/4/2021,DE,Germany,EURO,22976,3273416,248,88262
25/4/2021,DE,Germany,EURO,18032,3291448,183,88445
26/4/2021,DE,Germany,EURO,8668,3300116,99,88544
27/4/2021,DE,Germany,EURO,12217,3312333,208,88752
28/4/2021,DE,Germany,EURO,25273,3337606,241,88993
29/4/2021,DE,Germany,EURO,25016,3362622,231,89224
30/4/2021,DE,Germany,EURO,21442,3384064,206,89430
1/5/2021,DE,Germany,EURO,19157,3403221,182,89612
2/5/2021,DE,Germany,EURO,15070,3418291,133,89745
3/5/2021,DE,Germany,EURO,6656,3424947,96,89841
4/5/2021,DE,Germany,EURO,9129,3434076,140,89981
5/5/2021,DE,Germany,EURO,20984,3455060,209,90190
6/5/2021,DE,Germany,EURO,20856,3475916,189,90379
7/5/2021,DE,Germany,EURO,17168,3493084,150,90529
8/5/2021,DE,Germany,EURO,15478,3508562,155,90684
9/5/2021,DE,Germany,EURO,12039,3520601,96,90780
10/5/2021,DE,Germany,EURO,5318,3525919,70,90850
11/5/2021,DE,Germany,EURO,7396,3533315,104,90954
12/5/2021,DE,Germany,EURO,16754,3550069,142,91096
13/5/2021,DE,Germany,EURO,16486,3566555,134,91230
14/5/2021,DE,Germany,EURO,9668,3576223,73,91303
15/5/2021,DE,Germany,EURO,7643,3583866,85,91388
16/5/2021,DE,Germany,EURO,8600,3592466,81,91469
17/5/2021,DE,Germany,EURO,4276,3596742,48,91517
18/5/2021,DE,Germany,EURO,5250,3601992,82,91599
19/5/2021,DE,Germany,EURO,12327,3614319,90,91689
20/5/2021,DE,Germany,EURO,11312,3625631,75,91764
21/5/2021,DE,Germany,EURO,8432,3634063,63,91827
22/5/2021,DE,Germany,EURO,7581,3641644,68,91895
23/5/2021,DE,Germany,EURO,5822,3647466,45,91940
24/5/2021,DE,Germany,EURO,2001,3649467,23,91963
25/5/2021,DE,Germany,EURO,1801,3651268,23,91986
26/5/2021,DE,Germany,EURO,3672,3654940,52,92038
27/5/2021,DE,Germany,EURO,7151,3662091,62,92100
28/5/2021,DE,Germany,EURO,6821,3668912,44,92144
29/5/2021,DE,Germany,EURO,5158,3674070,36,92180
30/5/2021,DE,Germany,EURO,3689,3677759,27,92207
31/5/2021,DE,Germany,EURO,1606,3679365,17,92224
1/6/2021,DE,Germany,EURO,2439,3681804,25,92249
2/6/2021,DE,Germany,EURO,5107,3686911,25,92274
3/6/2021,DE,Germany,EURO,4488,3691399,32,92306
4/6/2021,DE,Germany,EURO,2939,3694338,18,92324
5/6/2021,DE,Germany,EURO,2275,3696613,14,92338
6/6/2021,DE,Germany,EURO,2307,3698920,17,92355
7/6/2021,DE,Germany,EURO,1135,3700055,10,92365
8/6/2021,DE,Germany,EURO,1717,3701772,12,92377
9/6/2021,DE,Germany,EURO,3538,3705310,12,92389
10/6/2021,DE,Germany,EURO,2866,3708176,10,92399
11/6/2021,DE,Germany,EURO,2282,3710458,10,92409
12/6/2021,DE,Germany,EURO,1842,3712300,11,92420
13/6/2021,DE,Germany,EURO,1311,3713611,4,92424
14/6/2021,DE,Germany,EURO,515,3714126,7,92431
15/6/2021,DE,Germany,EURO,933,3715059,14,92445
16/6/2021,DE,Germany,EURO,1702,3716761,10,92455
17/6/2021,DE,Germany,EURO,1444,3718205,9,92464
18/6/2021,DE,Germany,EURO,1158,3719363,7,92471
19/6/2021,DE,Germany,EURO,1031,3720394,4,92475
20/6/2021,DE,Germany,EURO,737,3721131,0,92475
21/6/2021,DE,Germany,EURO,275,3721406,2,92477
22/6/2021,DE,Germany,EURO,608,3722014,5,92482
23/6/2021,DE,Germany,EURO,1065,3723079,9,92491
24/6/2021,DE,Germany,EURO,906,3723985,3,92494
25/6/2021,DE,Germany,EURO,828,3724813,5,92499
26/6/2021,DE,Germany,EURO,739,3725552,6,92505
27/6/2021,DE,Germany,EURO,484,3726036,0,92505
28/6/2021,DE,Germany,EURO,224,3726260,2,92507
29/6/2021,DE,Germany,EURO,524,3726784,4,92511
30/6/2021,DE,Germany,EURO,898,3727682,7,92518
1/7/2021,DE,Germany,EURO,866,3728548,1,92519
2/7/2021,DE,Germany,EURO,711,3729259,5,92524
3/7/2021,DE,Germany,EURO,670,3729929,4,92528
4/7/2021,DE,Germany,EURO,509,3730438,2,92530
5/7/2021,DE,Germany,EURO,208,3730646,2,92532
6/7/2021,DE,Germany,EURO,558,3731204,2,92534
7/7/2021,DE,Germany,EURO,1064,3732268,5,92539
8/7/2021,DE,Germany,EURO,962,3733230,3,92542
9/7/2021,DE,Germany,EURO,957,3734187,2,92544
10/7/2021,DE,Germany,EURO,949,3735136,7,92551
11/7/2021,DE,Germany,EURO,790,3735926,6,92557
12/7/2021,DE,Germany,EURO,311,3736237,0,92557
13/7/2021,DE,Germany,EURO,802,3737039,4,92561
14/7/2021,DE,Germany,EURO,1765,3738804,6,92567
15/7/2021,DE,Germany,EURO,1629,3740433,6,92573
16/7/2021,DE,Germany,EURO,1519,3741952,2,92575
17/7/2021,DE,Germany,EURO,1619,3743571,3,92578
18/7/2021,DE,Germany,EURO,1281,3744852,5,92583
19/7/2021,DE,Germany,EURO,499,3745351,3,92586
20/7/2021,DE,Germany,EURO,1431,3746782,4,92590
21/7/2021,DE,Germany,EURO,2341,3749123,9,92599
22/7/2021,DE,Germany,EURO,2296,3751419,7,92606
23/7/2021,DE,Germany,EURO,2224,3753643,5,92611
24/7/2021,DE,Germany,EURO,2120,3755763,4,92615
25/7/2021,DE,Germany,EURO,1593,3757356,10,92625
26/7/2021,DE,Germany,EURO,638,3757994,1,92626
27/7/2021,DE,Germany,EURO,1663,3759657,5,92631
28/7/2021,DE,Germany,EURO,3098,3762755,7,92638
29/7/2021,DE,Germany,EURO,2844,3765599,20,92658
30/7/2021,DE,Germany,EURO,2638,3768237,10,92668
31/7/2021,DE,Germany,EURO,2528,3770765,14,92682
1/8/2021,DE,Germany,EURO,1964,3772729,9,92691
2/8/2021,DE,Germany,EURO,783,3773512,6,92697
3/8/2021,DE,Germany,EURO,2123,3775635,12,92709
4/8/2021,DE,Germany,EURO,3753,3779388,12,92721
5/8/2021,DE,Germany,EURO,3542,3782930,11,92732
6/8/2021,DE,Germany,EURO,3534,3786464,16,92748
7/8/2021,DE,Germany,EURO,3538,3790002,18,92766
8/8/2021,DE,Germany,EURO,2791,3792793,14,92780
9/8/2021,DE,Germany,EURO,1139,3793932,6,92786
10/8/2021,DE,Germany,EURO,2924,3796856,18,92804
11/8/2021,DE,Germany,EURO,5560,3802416,24,92828
12/8/2021,DE,Germany,EURO,5648,3808064,23,92851
13/8/2021,DE,Germany,EURO,5442,3813506,28,92879
14/8/2021,DE,Germany,EURO,5786,3819292,18,92897
15/8/2021,DE,Germany,EURO,4637,3823929,20,92917
16/8/2021,DE,Germany,EURO,2072,3826001,13,92930
17/8/2021,DE,Germany,EURO,4525,3830526,23,92953
18/8/2021,DE,Germany,EURO,8918,3839444,37,92990
19/8/2021,DE,Germany,EURO,8760,3848204,45,93035
20/8/2021,DE,Germany,EURO,8689,3856893,36,93071
21/8/2021,DE,Germany,EURO,8838,3865731,35,93106
22/8/2021,DE,Germany,EURO,6823,3872554,27,93133
23/8/2021,DE,Germany,EURO,3101,3875655,21,93154
24/8/2021,DE,Germany,EURO,6584,3882239,48,93202
25/8/2021,DE,Germany,EURO,12902,3895141,57,93259
26/8/2021,DE,Germany,EURO,12723,3907864,59,93318
27/8/2021,DE,Germany,EURO,11627,3919491,50,93368
28/8/2021,DE,Germany,EURO,10411,3929902,53,93421
29/8/2021,DE,Germany,EURO,8408,3938310,52,93473
30/8/2021,DE,Germany,EURO,3742,3942052,29,93502
31/8/2021,DE,Germany,EURO,7089,3949141,54,93556
1/9/2021,DE,Germany,EURO,14583,3963724,77,93633
2/9/2021,DE,Germany,EURO,14736,3978460,71,93704
3/9/2021,DE,Germany,EURO,12729,3991189,79,93783
4/9/2021,DE,Germany,EURO,12072,4003261,65,93848
5/9/2021,DE,Germany,EURO,9487,4012748,60,93908
6/9/2021,DE,Germany,EURO,4049,4016797,23,93931
7/9/2021,DE,Germany,EURO,7015,4023812,70,94001
8/9/2021,DE,Germany,EURO,15123,4038935,89,94090
9/9/2021,DE,Germany,EURO,14159,4053094,61,94151
10/9/2021,DE,Germany,EURO,12388,4065482,73,94224
11/9/2021,DE,Germany,EURO,11147,4076629,71,94295
12/9/2021,DE,Germany,EURO,8551,4085180,58,94353
13/9/2021,DE,Germany,EURO,3282,4088462,25,94378
14/9/2021,DE,Germany,EURO,6885,4095347,58,94436
15/9/2021,DE,Germany,EURO,13393,4108740,76,94512
16/9/2021,DE,Germany,EURO,12220,4120960,82,94594
17/9/2021,DE,Germany,EURO,10275,4131235,52,94646
18/9/2021,DE,Germany,EURO,8888,4140123,56,94702
19/9/2021,DE,Germany,EURO,7037,4147160,37,94739
20/9/2021,DE,Germany,EURO,2779,4149939,23,94762
21/9/2021,DE,Germany,EURO,5409,4155348,57,94819
22/9/2021,DE,Germany,EURO,11259,4166607,57,94876
23/9/2021,DE,Germany,EURO,10459,4177066,58,94934
24/9/2021,DE,Germany,EURO,9086,4186152,53,94987
25/9/2021,DE,Germany,EURO,8409,4194561,57,95044
26/9/2021,DE,Germany,EURO,6350,4200911,43,95087
27/9/2021,DE,Germany,EURO,2646,4203557,25,95112
28/9/2021,DE,Germany,EURO,5770,4209327,63,95175
29/9/2021,DE,Germany,EURO,12650,4221977,68,95243
30/9/2021,DE,Germany,EURO,11382,4233359,82,95325
1/10/2021,DE,Germany,EURO,9500,4242859,66,95391
2/10/2021,DE,Germany,EURO,8387,4251246,65,95456
3/10/2021,DE,Germany,EURO,6154,4257400,52,95508
4/10/2021,DE,Germany,EURO,2648,4260048,26,95534
5/10/2021,DE,Germany,EURO,5672,4265720,60,95594
6/10/2021,DE,Germany,EURO,12217,4277937,93,95687
7/10/2021,DE,Germany,EURO,11112,4289049,96,95783
8/10/2021,DE,Germany,EURO,10139,4299188,80,95863
9/10/2021,DE,Germany,EURO,9222,4308410,70,95933
10/10/2021,DE,Germany,EURO,7016,4315426,49,95982
11/10/2021,DE,Germany,EURO,2636,4318062,37,96019
12/10/2021,DE,Germany,EURO,6261,4324323,80,96099
13/10/2021,DE,Germany,EURO,12645,4336968,103,96202
14/10/2021,DE,Germany,EURO,12057,4349025,95,96297
15/10/2021,DE,Germany,EURO,11341,4360366,91,96388
16/10/2021,DE,Germany,EURO,11154,4371520,106,96494
17/10/2021,DE,Germany,EURO,8490,4380010,58,96552
18/10/2021,DE,Germany,EURO,3408,4383418,43,96595
19/10/2021,DE,Germany,EURO,8142,4391560,137,96732
20/10/2021,DE,Germany,EURO,19166,4410726,186,96918
21/10/2021,DE,Germany,EURO,17979,4428705,154,97072
22/10/2021,DE,Germany,EURO,17296,4446001,188,97260
23/10/2021,DE,Germany,EURO,16672,4462673,174,97434
24/10/2021,DE,Germany,EURO,13295,4475968,143,97577
25/10/2021,DE,Germany,EURO,5179,4481147,57,97634
26/10/2021,DE,Germany,EURO,11873,4493020,162,97796
27/10/2021,DE,Germany,EURO,26379,4519399,204,98000
28/10/2021,DE,Germany,EURO,27296,4546695,219,98219
29/10/2021,DE,Germany,EURO,24356,4571051,230,98449
30/10/2021,DE,Germany,EURO,22576,4593627,202,98651
31/10/2021,DE,Germany,EURO,17077,4610704,147,98798
1/11/2021,DE,Germany,EURO,7453,4618157,108,98906
2/11/2021,DE,Germany,EURO,11487,4629644,155,99061
3/11/2021,DE,Germany,EURO,24399,4654043,298,99359
4/11/2021,DE,Germany,EURO,36141,4690184,320,99679
5/11/2021,DE,Germany,EURO,36465,4726649,312,99991
6/11/2021,DE,Germany,EURO,33750,4760399,280,100271
7/11/2021,DE,Germany,EURO,23768,4784167,171,100442
8/11/2021,DE,Germany,EURO,11871,4796038,128,100570
9/11/2021,DE,Germany,EURO,24283,4820321,296,100866
10/11/2021,DE,Germany,EURO,47190,4867511,404,101270
11/11/2021,DE,Germany,EURO,50851,4918362,365,101635
12/11/2021,DE,Germany,EURO,49747,4968109,413,102048
13/11/2021,DE,Germany,EURO,46081,5014190,346,102394
14/11/2021,DE,Germany,EURO,33974,5048164,272,102666
15/11/2021,DE,Germany,EURO,19036,5067200,176,102842
16/11/2021,DE,Germany,EURO,34590,5101790,341,103183
17/11/2021,DE,Germany,EURO,62992,5164782,480,103663
18/11/2021,DE,Germany,EURO,63193,5227975,456,104119
19/11/2021,DE,Germany,EURO,61243,5289218,494,104613
20/11/2021,DE,Germany,EURO,62545,5351763,456,105069
21/11/2021,DE,Germany,EURO,42341,5394104,249,105318
22/11/2021,DE,Germany,EURO,24781,5418885,213,105531
23/11/2021,DE,Germany,EURO,46638,5465523,468,105999
24/11/2021,DE,Germany,EURO,74535,5540058,560,106559
25/11/2021,DE,Germany,EURO,75739,5615797,518,107077
