Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2/8/2022,CN,China,WPRO,18390,5657405,42,23704
2/8/2022,FR,France,EURO,7249,32888425,121,148732
2/8/2022,DE,Germany,EURO,61560,30956873,12,144150
2/8/2022,ES,Spain,EURO,0,13226579,0,110719
2/8/2022,GB,The United Kingdom,EURO,0,23304931,0,183953
2/8/2022,US,United States of America,AMRO,23311,90236371,14,1020010
1/8/2022,CN,China,WPRO,22895,5639015,35,23662
1/8/2022,FR,France,EURO,31535,32881176,20,148611
1/8/2022,DE,Germany,EURO,6422,30895313,6,144138
1/8/2022,ES,Spain,EURO,0,13226579,0,110719
1/8/2022,GB,The United Kingdom,EURO,0,23304931,0,183953
1/8/2022,US,United States of America,AMRO,18362,90213060,11,1019996
31/7/2022,CN,China,WPRO,23322,5616120,64,23627
31/7/2022,FR,France,EURO,41278,32849641,55,148591
31/7/2022,DE,Germany,EURO,13924,30888891,2,144132
31/7/2022,ES,Spain,EURO,0,13226579,0,110719
31/7/2022,GB,The United Kingdom,EURO,0,23304931,0,183953
31/7/2022,US,United States of America,AMRO,248415,90194698,534,1019985
30/7/2022,CN,China,WPRO,25285,5592798,62,23563
30/7/2022,FR,France,EURO,40224,32808363,74,148536
30/7/2022,DE,Germany,EURO,59916,30874967,11,144130
30/7/2022,ES,Spain,EURO,26018,13226579,325,110719
30/7/2022,GB,The United Kingdom,EURO,0,23304931,0,183953
30/7/2022,US,United States of America,AMRO,141992,89946283,428,1019451
29/7/2022,CN,China,WPRO,26089,5567513,67,23501
29/7/2022,FR,France,EURO,50518,32768139,112,148462
29/7/2022,DE,Germany,EURO,74444,30815051,13,144119
29/7/2022,ES,Spain,EURO,0,13200561,0,110394
29/7/2022,GB,The United Kingdom,EURO,0,23304931,0,183953
29/7/2022,US,United States of America,AMRO,148464,89804291,610,1019023
28/7/2022,CN,China,WPRO,27755,5541424,38,23434
28/7/2022,FR,France,EURO,58638,32717621,103,148350
28/7/2022,DE,Germany,EURO,95581,30740607,27,144106
28/7/2022,ES,Spain,EURO,0,13200561,0,110394
28/7/2022,GB,The United Kingdom,EURO,6588,23304931,0,183953
28/7/2022,US,United States of America,AMRO,171261,89655827,583,1018413
27/7/2022,CN,China,WPRO,27038,5513669,43,23396
27/7/2022,FR,France,EURO,81818,32658983,112,148247
27/7/2022,DE,Germany,EURO,117672,30645026,41,144079
27/7/2022,ES,Spain,EURO,39089,13200561,207,110394
27/7/2022,GB,The United Kingdom,EURO,10752,23298343,30,183953
27/7/2022,US,United States of America,AMRO,115808,89484566,267,1017830
26/7/2022,CN,China,WPRO,18896,5486631,56,23353
26/7/2022,FR,France,EURO,9162,32577165,128,148135
26/7/2022,DE,Germany,EURO,119791,30527354,78,144038
26/7/2022,ES,Spain,EURO,0,13161472,0,110187
26/7/2022,GB,The United Kingdom,EURO,10778,23287591,100,183923
26/7/2022,US,United States of America,AMRO,50352,89368758,113,1017563
25/7/2022,CN,China,WPRO,23618,5467735,73,23297
25/7/2022,FR,France,EURO,50032,32568003,23,148007
25/7/2022,DE,Germany,EURO,11641,30407563,12,143960
25/7/2022,ES,Spain,EURO,0,13161472,0,110187
25/7/2022,GB,The United Kingdom,EURO,9486,23276813,80,183823
25/7/2022,US,United States of America,AMRO,47074,89318406,91,1017450
24/7/2022,CN,China,WPRO,24268,5444117,60,23224
24/7/2022,FR,France,EURO,68532,32517971,57,147984
24/7/2022,DE,Germany,EURO,21932,30395922,8,143948
24/7/2022,ES,Spain,EURO,0,13161472,0,110187
24/7/2022,GB,The United Kingdom,EURO,11818,23267327,95,183743
24/7/2022,US,United States of America,AMRO,206361,89271332,566,1017359
23/7/2022,CN,China,WPRO,25909,5419849,92,23164
23/7/2022,FR,France,EURO,68478,32449439,102,147927
23/7/2022,DE,Germany,EURO,89169,30373990,48,143940
23/7/2022,ES,Spain,EURO,31980,13161472,516,110187
23/7/2022,GB,The United Kingdom,EURO,13666,23255509,110,183648
23/7/2022,US,United States of America,AMRO,148481,89064971,454,1016793
22/7/2022,CN,China,WPRO,27138,5393940,78,23072
22/7/2022,FR,France,EURO,80624,32380961,133,147825
22/7/2022,DE,Germany,EURO,103303,30284821,71,143892
22/7/2022,ES,Spain,EURO,0,13129492,0,109671
22/7/2022,GB,The United Kingdom,EURO,15777,23241843,189,183538
22/7/2022,US,United States of America,AMRO,160143,88916490,646,1016339
21/7/2022,CN,China,WPRO,29052,5366802,58,22994
21/7/2022,FR,France,EURO,89982,32300337,125,147692
21/7/2022,DE,Germany,EURO,121725,30181518,79,143821
21/7/2022,ES,Spain,EURO,0,13129492,0,109671
21/7/2022,GB,The United Kingdom,EURO,16490,23226066,258,183349
21/7/2022,US,United States of America,AMRO,178203,88756347,667,1015693
20/7/2022,CN,China,WPRO,28719,5337750,41,22936
20/7/2022,FR,France,EURO,134188,32210355,144,147567
20/7/2022,DE,Germany,EURO,143121,30059793,86,143742
20/7/2022,ES,Spain,EURO,41683,13129492,294,109671
20/7/2022,GB,The United Kingdom,EURO,18548,23209576,157,183091
20/7/2022,US,United States of America,AMRO,107094,88578144,322,1015026
19/7/2022,CN,China,WPRO,19637,5309031,51,22895
19/7/2022,FR,France,EURO,17733,32076167,174,147423
19/7/2022,DE,Germany,EURO,133991,29916672,114,143656
19/7/2022,ES,Spain,EURO,0,13087809,0,109377
19/7/2022,GB,The United Kingdom,EURO,17155,23191028,182,182934
19/7/2022,US,United States of America,AMRO,53028,88471050,145,1014704
18/7/2022,CN,China,WPRO,25967,5289394,77,22844
18/7/2022,FR,France,EURO,73668,32058434,26,147249
18/7/2022,DE,Germany,EURO,12989,29782681,15,143542
18/7/2022,ES,Spain,EURO,0,13087809,0,109377
18/7/2022,GB,The United Kingdom,EURO,14943,23173873,153,182752
18/7/2022,US,United States of America,AMRO,53958,88418022,108,1014559
17/7/2022,CN,China,WPRO,27055,5263427,73,22767
17/7/2022,FR,France,EURO,124009,31984766,59,147223
17/7/2022,DE,Germany,EURO,25000,29769692,15,143527
17/7/2022,ES,Spain,EURO,0,13087809,0,109377
17/7/2022,GB,The United Kingdom,EURO,18276,23158930,137,182599
17/7/2022,US,United States of America,AMRO,181629,88364064,430,1014451
16/7/2022,CN,China,WPRO,27035,5236372,119,22694
16/7/2022,FR,France,EURO,16053,31860757,101,147164
16/7/2022,DE,Germany,EURO,108108,29744692,62,143512
16/7/2022,ES,Spain,EURO,57635,13087809,392,109377
16/7/2022,GB,The United Kingdom,EURO,21016,23140654,145,182462
16/7/2022,US,United States of America,AMRO,138564,88182435,419,1014021
15/7/2022,CN,China,WPRO,29359,5209337,94,22575
15/7/2022,FR,France,EURO,115424,31844704,48,147063
15/7/2022,DE,Germany,EURO,116628,29636584,76,143450
15/7/2022,ES,Spain,EURO,0,13030174,0,108985
15/7/2022,GB,The United Kingdom,EURO,23790,23119638,161,182317
15/7/2022,US,United States of America,AMRO,154979,88043871,687,1013602
14/7/2022,CN,China,WPRO,31582,5179978,52,22481
14/7/2022,FR,France,EURO,127529,31729280,109,147015
14/7/2022,DE,Germany,EURO,135448,29519956,81,143374
14/7/2022,ES,Spain,EURO,0,13030174,0,108985
14/7/2022,GB,The United Kingdom,EURO,26900,23095848,164,182156
14/7/2022,US,United States of America,AMRO,183835,87888892,642,1012915
13/7/2022,CN,China,WPRO,32669,5148396,62,22429
13/7/2022,FR,France,EURO,182006,31601751,126,146906
13/7/2022,DE,Germany,EURO,144526,29384508,113,143293
13/7/2022,ES,Spain,EURO,59226,13030174,218,108985
13/7/2022,GB,The United Kingdom,EURO,29798,23068948,151,181992
13/7/2022,US,United States of America,AMRO,122421,87705057,277,1012273
12/7/2022,CN,China,WPRO,20500,5115727,103,22367
12/7/2022,FR,France,EURO,24343,31419745,108,146780
12/7/2022,DE,Germany,EURO,130892,29239982,114,143180
12/7/2022,ES,Spain,EURO,0,12970948,0,108767
12/7/2022,GB,The United Kingdom,EURO,25062,23039150,152,181841
12/7/2022,US,United States of America,AMRO,54539,87582636,90,1011996
11/7/2022,CN,China,WPRO,29355,5095227,73,22264
11/7/2022,FR,France,EURO,110589,31395402,15,146672
11/7/2022,DE,Germany,EURO,14067,29109090,11,143066
11/7/2022,ES,Spain,EURO,0,12970948,0,108767
11/7/2022,GB,The United Kingdom,EURO,21223,23014088,145,181689
11/7/2022,US,United States of America,AMRO,51686,87528097,84,1011906
10/7/2022,CN,China,WPRO,29514,5065872,94,22191
10/7/2022,FR,France,EURO,116405,31284813,39,146657
10/7/2022,DE,Germany,EURO,23351,29095023,25,143055
10/7/2022,ES,Spain,EURO,0,12970948,0,108767
10/7/2022,GB,The United Kingdom,EURO,24582,22992865,135,181544
10/7/2022,US,United States of America,AMRO,163664,87476411,507,1011822
9/7/2022,CN,China,WPRO,31728,5036358,134,22097
9/7/2022,FR,France,EURO,131345,31168408,62,146618
9/7/2022,DE,Germany,EURO,95275,29071672,60,143030
9/7/2022,ES,Spain,EURO,83613,12970948,471,108767
9/7/2022,GB,The United Kingdom,EURO,26421,22968283,122,181409
9/7/2022,US,United States of America,AMRO,120699,87312747,474,1011315
8/7/2022,CN,China,WPRO,32694,5004630,106,21963
8/7/2022,FR,France,EURO,161187,31037063,89,146556
8/7/2022,DE,Germany,EURO,110537,28976397,61,142970
8/7/2022,ES,Spain,EURO,0,12887335,0,108296
8/7/2022,GB,The United Kingdom,EURO,29630,22941862,131,181287
8/7/2022,US,United States of America,AMRO,145973,87192048,589,1010841
7/7/2022,CN,China,WPRO,35862,4971936,96,21857
7/7/2022,FR,France,EURO,151565,30875876,46,146467
7/7/2022,DE,Germany,EURO,127138,28865860,94,142909
7/7/2022,ES,Spain,EURO,0,12887335,0,108296
7/7/2022,GB,The United Kingdom,EURO,31396,22912232,116,181156
7/7/2022,US,United States of America,AMRO,170138,87046075,454,1010252
6/7/2022,CN,China,WPRO,37114,4936074,103,21761
6/7/2022,FR,France,EURO,206554,30724311,75,146421
6/7/2022,DE,Germany,EURO,136193,28738722,95,142815
6/7/2022,ES,Spain,EURO,71818,12887335,148,108296
6/7/2022,GB,The United Kingdom,EURO,33684,22880836,116,181040
6/7/2022,US,United States of America,AMRO,50119,86875937,125,1009798
5/7/2022,CN,China,WPRO,23676,4898960,69,21658
5/7/2022,FR,France,EURO,24418,30517757,97,146346
5/7/2022,DE,Germany,EURO,120529,28602529,100,142720
5/7/2022,ES,Spain,EURO,0,12815517,0,108148
5/7/2022,GB,The United Kingdom,EURO,27771,22847152,100,180924
5/7/2022,US,United States of America,AMRO,43935,86825818,71,1009673
4/7/2022,CN,China,WPRO,33327,4875284,90,21589
4/7/2022,FR,France,EURO,96191,30493339,14,146249
4/7/2022,DE,Germany,EURO,13357,28482000,10,142620
4/7/2022,ES,Spain,EURO,0,12815517,0,108148
4/7/2022,GB,The United Kingdom,EURO,21944,22819381,109,180824
4/7/2022,US,United States of America,AMRO,45170,86781883,101,1009602
3/7/2022,CN,China,WPRO,35765,4841957,99,21499
3/7/2022,FR,France,EURO,122639,30397148,30,146235
3/7/2022,DE,Germany,EURO,23556,28468643,10,142610
3/7/2022,ES,Spain,EURO,0,12815517,0,108148
3/7/2022,GB,The United Kingdom,EURO,23636,22797437,97,180715
3/7/2022,US,United States of America,AMRO,171729,86736713,525,1009501
2/7/2022,CN,China,WPRO,36825,4806192,122,21400
2/7/2022,FR,France,EURO,115435,30274509,42,146205
2/7/2022,DE,Germany,EURO,94453,28445087,55,142600
2/7/2022,ES,Spain,EURO,81479,12815517,205,108148
2/7/2022,GB,The United Kingdom,EURO,24221,22773801,85,180618
2/7/2022,US,United States of America,AMRO,112492,86564984,470,1008976
1/7/2022,CN,China,WPRO,39947,4769367,120,21278
1/7/2022,FR,France,EURO,133265,30159074,42,146163
1/7/2022,DE,Germany,EURO,109811,28350634,59,142545
1/7/2022,ES,Spain,EURO,0,12734038,0,107943
1/7/2022,GB,The United Kingdom,EURO,24593,22749580,86,180533
1/7/2022,US,United States of America,AMRO,148605,86452492,561,1008506
30/6/2022,CN,China,WPRO,43135,4729420,85,21158
30/6/2022,FR,France,EURO,124724,30025809,48,146121
30/6/2022,DE,Germany,EURO,124858,28240823,79,142486
30/6/2022,ES,Spain,EURO,0,12734038,0,107943
30/6/2022,GB,The United Kingdom,EURO,25031,22724987,71,180447
30/6/2022,US,United States of America,AMRO,154402,86303887,592,1007945
29/6/2022,CN,China,WPRO,45012,4686285,104,21073
29/6/2022,FR,France,EURO,147248,29901085,37,146073
29/6/2022,DE,Germany,EURO,137751,28115965,97,142407
29/6/2022,ES,Spain,EURO,52218,12734038,107,107943
29/6/2022,GB,The United Kingdom,EURO,25093,22699956,75,180376
29/6/2022,US,United States of America,AMRO,96427,86149485,282,1007353
28/6/2022,CN,China,WPRO,29337,4641273,91,20969
28/6/2022,FR,France,EURO,16101,29753837,42,146036
28/6/2022,DE,Germany,EURO,116666,27978214,98,142310
28/6/2022,ES,Spain,EURO,0,12681820,0,107836
28/6/2022,GB,The United Kingdom,EURO,20770,22674863,67,180301
28/6/2022,US,United States of America,AMRO,43997,86053058,68,1007071
27/6/2022,CN,China,WPRO,40425,4611936,134,20878
27/6/2022,FR,France,EURO,66301,29737736,9,145994
27/6/2022,DE,Germany,EURO,14508,27861548,15,142212
27/6/2022,ES,Spain,EURO,0,12681820,0,107836
27/6/2022,GB,The United Kingdom,EURO,16784,22654093,73,180234
27/6/2022,US,United States of America,AMRO,43715,86009061,99,1007003
26/6/2022,CN,China,WPRO,41120,4571511,151,20744
26/6/2022,FR,France,EURO,80926,29671435,23,145985
26/6/2022,DE,Germany,EURO,26669,27847040,29,142197
26/6/2022,ES,Spain,EURO,0,12681820,0,107836
26/6/2022,GB,The United Kingdom,EURO,18339,22637309,57,180161
3/1/2021,CN,China,WPRO,65,96894,1,4791
4/1/2021,CN,China,WPRO,78,96972,0,4791
5/1/2021,CN,China,WPRO,89,97061,3,4794
6/1/2021,CN,China,WPRO,66,97127,0,4794
7/1/2021,CN,China,WPRO,90,97217,1,4795
8/1/2021,CN,China,WPRO,89,97306,0,4795
9/1/2021,CN,China,WPRO,81,97387,1,4796
10/1/2021,CN,China,WPRO,131,97518,2,4798
11/1/2021,CN,China,WPRO,134,97652,1,4799
12/1/2021,CN,China,WPRO,102,97754,1,4800
13/1/2021,CN,China,WPRO,179,97933,1,4801
14/1/2021,CN,China,WPRO,184,98117,2,4803
15/1/2021,CN,China,WPRO,173,98290,0,4803
16/1/2021,CN,China,WPRO,169,98459,0,4803
17/1/2021,CN,China,WPRO,166,98625,1,4804
18/1/2021,CN,China,WPRO,169,98794,0,4804
19/1/2021,CN,China,WPRO,232,99026,1,4805
20/1/2021,CN,China,WPRO,165,99191,2,4807
21/1/2021,CN,China,WPRO,223,99414,1,4808
22/1/2021,CN,China,WPRO,175,99589,1,4809
23/1/2021,CN,China,WPRO,178,99767,1,4810
24/1/2021,CN,China,WPRO,164,99931,0,4810
25/1/2021,CN,China,WPRO,205,100136,1,4811
26/1/2021,CN,China,WPRO,155,100291,3,4814
27/1/2021,CN,China,WPRO,140,100431,2,4816
28/1/2021,CN,China,WPRO,117,100548,2,4818
29/1/2021,CN,China,WPRO,93,100641,2,4820
30/1/2021,CN,China,WPRO,106,100747,1,4821
31/1/2021,CN,China,WPRO,130,100877,2,4823
1/2/2021,CN,China,WPRO,97,100974,2,4825
2/2/2021,CN,China,WPRO,65,101039,1,4826
3/2/2021,CN,China,WPRO,53,101092,2,4828
4/2/2021,CN,China,WPRO,51,101143,1,4829
5/2/2021,CN,China,WPRO,44,101187,2,4831
6/2/2021,CN,China,WPRO,54,101241,0,4831
7/2/2021,CN,China,WPRO,31,101272,0,4831
8/2/2021,CN,China,WPRO,44,101316,0,4831
9/2/2021,CN,China,WPRO,47,101363,0,4831
10/2/2021,CN,China,WPRO,45,101408,2,4833
11/2/2021,CN,China,WPRO,21,101429,1,4834
12/2/2021,CN,China,WPRO,34,101463,2,4836
13/2/2021,CN,China,WPRO,33,101496,1,4837
14/2/2021,CN,China,WPRO,19,101515,1,4838
15/2/2021,CN,China,WPRO,21,101536,0,4838
16/2/2021,CN,China,WPRO,25,101561,0,4838
17/2/2021,CN,China,WPRO,15,101576,2,4840
18/2/2021,CN,China,WPRO,28,101604,2,4842
19/2/2021,CN,China,WPRO,20,101624,0,4842
20/2/2021,CN,China,WPRO,22,101646,0,4842
21/2/2021,CN,China,WPRO,23,101669,0,4842
22/2/2021,CN,China,WPRO,31,101700,0,4842
23/2/2021,CN,China,WPRO,26,101726,0,4842
24/2/2021,CN,China,WPRO,24,101750,0,4842
25/2/2021,CN,China,WPRO,28,101778,1,4843
26/2/2021,CN,China,WPRO,24,101802,0,4843
27/2/2021,CN,China,WPRO,34,101836,0,4843
28/2/2021,CN,China,WPRO,42,101878,0,4843
1/3/2021,CN,China,WPRO,42,101920,1,4844
2/3/2021,CN,China,WPRO,25,101945,1,4845
3/3/2021,CN,China,WPRO,23,101968,0,4845
4/3/2021,CN,China,WPRO,27,101995,0,4845
5/3/2021,CN,China,WPRO,20,102015,1,4846
6/3/2021,CN,China,WPRO,21,102036,0,4846
7/3/2021,CN,China,WPRO,28,102064,2,4848
8/3/2021,CN,China,WPRO,37,102101,0,4848
9/3/2021,CN,China,WPRO,24,102125,0,4848
10/3/2021,CN,China,WPRO,27,102152,0,4848
11/3/2021,CN,China,WPRO,20,102172,1,4849
12/3/2021,CN,China,WPRO,31,102203,0,4849
13/3/2021,CN,China,WPRO,73,102276,0,4849
14/3/2021,CN,China,WPRO,57,102333,0,4849
15/3/2021,CN,China,WPRO,30,102363,0,4849
16/3/2021,CN,China,WPRO,48,102411,0,4849
17/3/2021,CN,China,WPRO,22,102433,0,4849
18/3/2021,CN,China,WPRO,17,102450,0,4849
19/3/2021,CN,China,WPRO,29,102479,0,4849
20/3/2021,CN,China,WPRO,23,102502,0,4849
21/3/2021,CN,China,WPRO,21,102523,0,4849
22/3/2021,CN,China,WPRO,16,102539,0,4849
23/3/2021,CN,China,WPRO,27,102566,0,4849
24/3/2021,CN,China,WPRO,23,102589,1,4850
25/3/2021,CN,China,WPRO,23,102612,0,4850
26/3/2021,CN,China,WPRO,23,102635,0,4850
27/3/2021,CN,China,WPRO,24,102659,1,4851
28/3/2021,CN,China,WPRO,21,102680,0,4851
29/3/2021,CN,China,WPRO,18,102698,0,4851
30/3/2021,CN,China,WPRO,17,102715,0,4851
31/3/2021,CN,China,WPRO,19,102734,0,4851
1/4/2021,CN,China,WPRO,28,102762,0,4851
2/4/2021,CN,China,WPRO,28,102790,0,4851
3/4/2021,CN,China,WPRO,48,102838,0,4851
4/4/2021,CN,China,WPRO,29,102867,0,4851
5/4/2021,CN,China,WPRO,41,102908,0,4851
6/4/2021,CN,China,WPRO,41,102949,0,4851
7/4/2021,CN,China,WPRO,21,102970,0,4851
8/4/2021,CN,China,WPRO,33,103003,0,4851
9/4/2021,CN,China,WPRO,31,103034,0,4851
10/4/2021,CN,China,WPRO,32,103066,2,4853
11/4/2021,CN,China,WPRO,17,103083,0,4853
12/4/2021,CN,China,WPRO,30,103113,1,4854
13/4/2021,CN,China,WPRO,23,103136,0,4854
14/4/2021,CN,China,WPRO,29,103165,1,4855
15/4/2021,CN,China,WPRO,20,103185,1,4856
16/4/2021,CN,China,WPRO,18,103203,0,4856
17/4/2021,CN,China,WPRO,34,103237,0,4856
18/4/2021,CN,China,WPRO,36,103273,0,4856
19/4/2021,CN,China,WPRO,42,103315,0,4856
20/4/2021,CN,China,WPRO,25,103340,0,4856
21/4/2021,CN,China,WPRO,31,103371,0,4856
22/4/2021,CN,China,WPRO,11,103382,0,4856
23/4/2021,CN,China,WPRO,37,103419,0,4856
24/4/2021,CN,China,WPRO,22,103441,0,4856
25/4/2021,CN,China,WPRO,23,103464,0,4856
26/4/2021,CN,China,WPRO,20,103484,1,4857
27/4/2021,CN,China,WPRO,19,103503,0,4857
28/4/2021,CN,China,WPRO,26,103529,0,4857
29/4/2021,CN,China,WPRO,33,103562,0,4857
30/4/2021,CN,China,WPRO,33,103595,0,4857
1/5/2021,CN,China,WPRO,27,103622,0,4857
2/5/2021,CN,China,WPRO,27,103649,1,4858
3/5/2021,CN,China,WPRO,18,103667,0,4858
4/5/2021,CN,China,WPRO,27,103694,0,4858
5/5/2021,CN,China,WPRO,19,103713,0,4858
6/5/2021,CN,China,WPRO,18,103731,0,4858
7/5/2021,CN,China,WPRO,28,103759,0,4858
8/5/2021,CN,China,WPRO,14,103773,0,4858
9/5/2021,CN,China,WPRO,22,103795,0,4858
10/5/2021,CN,China,WPRO,13,103808,0,4858
11/5/2021,CN,China,WPRO,33,103841,0,4858
12/5/2021,CN,China,WPRO,28,103869,0,4858
13/5/2021,CN,China,WPRO,32,103901,0,4858
14/5/2021,CN,China,WPRO,35,103936,0,4858
15/5/2021,CN,China,WPRO,49,103985,0,4858
16/5/2021,CN,China,WPRO,206,104191,0,4858
17/5/2021,CN,China,WPRO,234,104425,0,4858
18/5/2021,CN,China,WPRO,357,104782,0,4858
19/5/2021,CN,China,WPRO,258,105040,2,4860
20/5/2021,CN,China,WPRO,286,105326,0,4860
21/5/2021,CN,China,WPRO,319,105645,1,4861
22/5/2021,CN,China,WPRO,326,105971,0,4861
23/5/2021,CN,China,WPRO,742,106713,2,4863
24/5/2021,CN,China,WPRO,474,107187,6,4869
25/5/2021,CN,China,WPRO,611,107798,6,4875
26/5/2021,CN,China,WPRO,558,108356,6,4881
27/5/2021,CN,China,WPRO,654,109010,11,4892
28/5/2021,CN,China,WPRO,678,109688,13,4905
29/5/2021,CN,China,WPRO,572,110260,19,4924
30/5/2021,CN,China,WPRO,504,110764,21,4945
31/5/2021,CN,China,WPRO,382,111146,10,4955
1/6/2021,CN,China,WPRO,377,111523,15,4970
2/6/2021,CN,China,WPRO,361,111884,13,4983
3/6/2021,CN,China,WPRO,573,112457,12,4995
4/6/2021,CN,China,WPRO,609,113066,17,5012
5/6/2021,CN,China,WPRO,498,113564,21,5033
6/6/2021,CN,China,WPRO,541,114105,37,5070
7/6/2021,CN,China,WPRO,562,114667,36,5106
8/6/2021,CN,China,WPRO,24,114691,26,5132
9/6/2021,CN,China,WPRO,237,114928,22,5154
10/6/2021,CN,China,WPRO,289,115217,25,5179
11/6/2021,CN,China,WPRO,281,115498,28,5207
12/6/2021,CN,China,WPRO,317,115815,24,5231
13/6/2021,CN,China,WPRO,288,116103,26,5257
14/6/2021,CN,China,WPRO,198,116301,26,5283
15/6/2021,CN,China,WPRO,206,116507,15,5298
16/6/2021,CN,China,WPRO,156,116663,8,5306
17/6/2021,CN,China,WPRO,190,116853,18,5324
18/6/2021,CN,China,WPRO,197,117050,19,5343
19/6/2021,CN,China,WPRO,219,117269,21,5364
20/6/2021,CN,China,WPRO,152,117421,20,5384
21/6/2021,CN,China,WPRO,127,117548,11,5395
22/6/2021,CN,China,WPRO,101,117649,20,5415
23/6/2021,CN,China,WPRO,109,117758,6,5421
24/6/2021,CN,China,WPRO,121,117879,24,5445
25/6/2021,CN,China,WPRO,161,118040,6,5451
26/6/2021,CN,China,WPRO,105,118145,5,5456
27/6/2021,CN,China,WPRO,96,118241,13,5469
28/6/2021,CN,China,WPRO,117,118358,9,5478
29/6/2021,CN,China,WPRO,81,118439,3,5481
30/6/2021,CN,China,WPRO,64,118503,9,5490
1/7/2021,CN,China,WPRO,69,118572,5,5495
2/7/2021,CN,China,WPRO,72,118644,13,5508
3/7/2021,CN,China,WPRO,92,118736,15,5523
4/7/2021,CN,China,WPRO,96,118832,10,5533
5/7/2021,CN,China,WPRO,64,118896,2,5535
6/7/2021,CN,China,WPRO,53,118949,2,5537
7/7/2021,CN,China,WPRO,87,119036,17,5554
8/7/2021,CN,China,WPRO,58,119094,9,5563
9/7/2021,CN,China,WPRO,47,119141,3,5566
10/7/2021,CN,China,WPRO,63,119204,12,5578
11/7/2021,CN,China,WPRO,58,119262,6,5584
12/7/2021,CN,China,WPRO,59,119321,4,5588
13/7/2021,CN,China,WPRO,53,119374,1,5589
14/7/2021,CN,China,WPRO,53,119427,6,5595
15/7/2021,CN,China,WPRO,58,119485,6,5601
16/7/2021,CN,China,WPRO,54,119539,6,5607
17/7/2021,CN,China,WPRO,63,119602,4,5611
18/7/2021,CN,China,WPRO,45,119647,1,5612
19/7/2021,CN,China,WPRO,51,119698,4,5616
20/7/2021,CN,China,WPRO,86,119784,1,5617
21/7/2021,CN,China,WPRO,53,119837,4,5621
22/7/2021,CN,China,WPRO,81,119918,5,5626
23/7/2021,CN,China,WPRO,82,120000,4,5630
24/7/2021,CN,China,WPRO,61,120061,2,5632
25/7/2021,CN,China,WPRO,59,120120,2,5634
26/7/2021,CN,China,WPRO,93,120213,0,5634
27/7/2021,CN,China,WPRO,82,120295,0,5634
28/7/2021,CN,China,WPRO,104,120399,1,5635
29/7/2021,CN,China,WPRO,70,120469,0,5635
30/7/2021,CN,China,WPRO,84,120553,0,5635
31/7/2021,CN,China,WPRO,82,120635,0,5635
1/8/2021,CN,China,WPRO,87,120722,0,5635
2/8/2021,CN,China,WPRO,115,120837,2,5637
3/8/2021,CN,China,WPRO,107,120944,0,5637
4/8/2021,CN,China,WPRO,123,121067,2,5639
5/8/2021,CN,China,WPRO,108,121175,0,5639
6/8/2021,CN,China,WPRO,141,121316,0,5639
7/8/2021,CN,China,WPRO,121,121437,3,5642
8/8/2021,CN,China,WPRO,113,121550,12,5654
9/8/2021,CN,China,WPRO,134,121684,3,5657
10/8/2021,CN,China,WPRO,153,121837,4,5661
11/8/2021,CN,China,WPRO,123,121960,1,5662
12/8/2021,CN,China,WPRO,98,122058,2,5664
13/8/2021,CN,China,WPRO,110,122168,1,5665
14/8/2021,CN,China,WPRO,87,122255,2,5667
15/8/2021,CN,China,WPRO,62,122317,2,5669
16/8/2021,CN,China,WPRO,61,122378,0,5669
17/8/2021,CN,China,WPRO,55,122433,0,5669
18/8/2021,CN,China,WPRO,49,122482,0,5669
19/8/2021,CN,China,WPRO,60,122542,0,5669
20/8/2021,CN,China,WPRO,44,122586,5,5674
21/8/2021,CN,China,WPRO,31,122617,1,5675
22/8/2021,CN,China,WPRO,45,122662,1,5676
23/8/2021,CN,China,WPRO,36,122698,0,5676
24/8/2021,CN,China,WPRO,46,122744,0,5676
25/8/2021,CN,China,WPRO,33,122777,1,5677
26/8/2021,CN,China,WPRO,32,122809,1,5678
27/8/2021,CN,China,WPRO,43,122852,2,5680
28/8/2021,CN,China,WPRO,45,122897,1,5681
29/8/2021,CN,China,WPRO,45,122942,0,5681
30/8/2021,CN,China,WPRO,53,122995,1,5682
31/8/2021,CN,China,WPRO,48,123043,0,5682
1/9/2021,CN,China,WPRO,25,123068,1,5683
2/9/2021,CN,China,WPRO,35,123103,1,5684
3/9/2021,CN,China,WPRO,28,123131,1,5685
4/9/2021,CN,China,WPRO,38,123169,0,5685
5/9/2021,CN,China,WPRO,30,123199,0,5685
6/9/2021,CN,China,WPRO,32,123231,0,5685
7/9/2021,CN,China,WPRO,54,123285,0,5685
8/9/2021,CN,China,WPRO,37,123322,0,5685
9/9/2021,CN,China,WPRO,39,123361,0,5685
10/9/2021,CN,China,WPRO,25,123386,1,5686
11/9/2021,CN,China,WPRO,37,123423,1,5687
12/9/2021,CN,China,WPRO,55,123478,0,5687
13/9/2021,CN,China,WPRO,66,123544,0,5687
14/9/2021,CN,China,WPRO,98,123642,1,5688
15/9/2021,CN,China,WPRO,80,123722,0,5688
16/9/2021,CN,China,WPRO,86,123808,0,5688
17/9/2021,CN,China,WPRO,96,123904,0,5688
18/9/2021,CN,China,WPRO,57,123961,0,5688
19/9/2021,CN,China,WPRO,77,124038,0,5688
20/9/2021,CN,China,WPRO,64,124102,1,5689
